age,c_charge_degree,age_cat,sex,priors_count,days_b_screening_arrest,length_of_stay,c_days_from_compas,juv_other_count,juv_fel_count,juv_misd_count,race,two_year_recid
24,F,Less than 25,Male,8,-1,1,1,1,0,2,African-American,1
29,F,25 - 45,Male,3,-1,178,1,0,0,0,Other,0
45,M,Greater than 45,Male,2,-1,29,345,0,0,0,African-American,0
31,F,25 - 45,Male,5,-1,11,1,0,0,0,African-American,1
23,F,Less than 25,Male,0,-1,8,1,0,0,0,Caucasian,1
21,F,Less than 25,Male,0,-1,9,1,0,0,0,African-American,1
61,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
51,M,Greater than 45,Female,5,-1,21,1,0,0,0,Caucasian,1
32,F,25 - 45,Male,1,-15,15,15,0,0,0,Other,0
43,F,25 - 45,Male,9,-2,1,2,0,0,0,Caucasian,0
32,M,25 - 45,Male,0,-1,1,1,0,0,0,Other,0
36,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
58,F,Greater than 45,Male,3,0,15,0,0,0,0,Caucasian,1
57,F,Greater than 45,Male,12,-1,51,1,0,0,0,African-American,0
37,F,25 - 45,Male,2,0,0,0,0,0,0,African-American,0
44,F,25 - 45,Male,6,-1,2,1,0,0,0,African-American,0
45,F,Greater than 45,Male,8,-1,1,0,0,0,0,African-American,1
48,F,Greater than 45,Male,1,-1,2,1,0,0,0,Other,0
26,F,25 - 45,Male,13,0,0,1,1,0,1,African-American,1
34,F,25 - 45,Male,9,-1,1,1,0,1,0,Caucasian,1
25,F,25 - 45,Male,0,-1,2,1,0,0,0,African-American,0
31,M,25 - 45,Male,8,-1,1,1,0,0,0,African-American,1
43,F,25 - 45,Male,1,-1,1,1,0,0,0,African-American,0
30,M,25 - 45,Male,0,0,0,0,0,0,0,African-American,0
50,M,Greater than 45,Male,0,-2,1,2,0,0,0,Caucasian,0
31,F,25 - 45,Female,2,-1,1,1,0,0,0,African-American,0
33,M,25 - 45,Female,7,-6,1,6,0,0,0,Caucasian,0
32,F,25 - 45,Male,1,-1,20,1,0,0,0,African-American,1
46,M,Greater than 45,Female,0,0,2,1,0,0,0,Caucasian,1
22,F,Less than 25,Male,0,-1,1,1,0,0,0,Hispanic,0
37,F,25 - 45,Male,8,-1,1,1,0,0,0,African-American,1
32,F,25 - 45,Female,6,-1,8,1,0,0,0,Caucasian,1
23,F,Less than 25,Female,2,-1,1,1,0,0,0,African-American,1
21,F,Less than 25,Male,0,0,0,1,0,0,0,Caucasian,0
52,F,Greater than 45,Male,2,-1,1,1,0,0,0,Other,0
49,M,Greater than 45,Male,2,-1,1,1,0,0,0,Caucasian,0
55,F,Greater than 45,Male,3,-1,36,1,0,0,0,Caucasian,1
22,F,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
45,F,Greater than 45,Male,0,-1,13,1,0,0,0,Hispanic,0
31,F,25 - 45,Female,7,-1,1,1,0,0,0,African-American,1
22,M,Less than 25,Male,0,-1,1,1,1,0,0,Caucasian,1
28,M,25 - 45,Male,5,-1,1,1,0,0,0,African-American,0
21,F,Less than 25,Male,1,-1,11,1,0,0,0,African-American,1
37,M,25 - 45,Male,2,-1,1,1,1,0,0,Hispanic,0
30,F,25 - 45,Male,21,-1,1,1,0,0,2,African-American,1
22,F,Less than 25,Male,13,-1,1,1,1,0,0,African-American,1
35,F,25 - 45,Male,23,-1,1,1,0,0,1,African-American,1
28,F,25 - 45,Male,11,-1,26,1,0,2,1,African-American,0
24,F,Less than 25,Male,1,-1,1,1,0,0,0,African-American,0
32,F,25 - 45,Male,24,-1,3,1,0,1,3,African-American,1
24,F,Less than 25,Female,1,-1,1,1,0,0,0,African-American,0
57,F,Greater than 45,Male,19,-1,1,1,0,0,0,African-American,0
21,M,Less than 25,Male,0,-1,1,1,0,0,0,Other,0
28,F,25 - 45,Male,0,0,0,1,0,0,0,Caucasian,0
51,M,Greater than 45,Male,0,0,92,1,0,0,0,Caucasian,0
26,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,1
20,F,Less than 25,Male,0,-1,1,1,3,0,0,African-American,1
25,M,25 - 45,Male,6,-1,33,0,0,0,1,African-American,0
19,M,Less than 25,Male,0,-1,3,1,0,0,0,Caucasian,1
49,F,Greater than 45,Male,1,-1,21,1,0,0,0,Caucasian,1
57,M,Greater than 45,Male,27,-9,9,9,0,0,0,African-American,0
27,M,25 - 45,Female,0,0,1,0,0,0,0,African-American,0
66,M,Greater than 45,Male,1,-1,19,1,0,0,0,Caucasian,0
21,F,Less than 25,Male,0,0,0,0,0,0,0,Caucasian,0
45,F,Greater than 45,Male,1,0,0,1,0,0,0,Caucasian,0
37,F,25 - 45,Male,24,-1,20,1,0,2,3,African-American,0
44,F,25 - 45,Male,13,0,17,1,0,0,0,Caucasian,1
64,F,Greater than 45,Male,0,-1,4,1,0,0,0,African-American,0
30,F,25 - 45,Male,1,-1,1,1,0,0,0,African-American,1
61,M,Greater than 45,Male,1,-1,2,1,0,0,0,African-American,0
49,F,Greater than 45,Female,8,-10,9,10,0,0,0,Caucasian,0
23,F,Less than 25,Male,0,0,1,1,0,0,0,African-American,0
21,F,Less than 25,Male,0,-2,1,2,0,0,0,Caucasian,1
30,F,25 - 45,Female,2,-1,43,0,0,0,0,Caucasian,1
26,M,25 - 45,Male,7,0,2,1,1,0,0,Hispanic,0
35,M,25 - 45,Male,3,-1,1,1,0,0,0,Other,1
27,M,25 - 45,Male,2,-1,1,1,1,0,0,African-American,0
38,M,25 - 45,Male,1,0,15,1,0,0,0,Caucasian,0
48,F,Greater than 45,Male,14,23,142,298,0,0,0,African-American,1
26,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
24,F,Less than 25,Male,4,-27,27,27,0,0,1,African-American,1
28,F,25 - 45,Female,2,0,1,0,0,0,0,African-American,1
44,F,25 - 45,Female,4,0,5,0,0,0,0,Caucasian,1
23,F,Less than 25,Male,2,0,13,0,1,0,0,Caucasian,0
34,F,25 - 45,Female,1,-1,13,1,0,0,0,Caucasian,1
20,F,Less than 25,Male,1,-1,1,1,0,0,1,Caucasian,1
63,F,Greater than 45,Male,23,-1,2,1,0,0,0,Other,1
36,M,25 - 45,Female,0,0,0,0,0,0,0,African-American,0
58,F,Greater than 45,Male,1,-1,80,1,0,0,0,Caucasian,0
35,F,25 - 45,Female,4,-30,14,30,0,0,0,Caucasian,0
23,F,Less than 25,Male,3,-1,1,1,0,0,0,African-American,0
40,F,25 - 45,Male,1,-21,21,21,0,0,0,Caucasian,0
31,F,25 - 45,Male,3,-1,1,1,0,0,0,Hispanic,0
34,F,25 - 45,Female,5,0,1,1,0,0,0,Hispanic,0
23,M,Less than 25,Male,3,-1,13,1,0,0,0,African-American,1
27,M,25 - 45,Male,0,-5,4,5,0,0,0,Caucasian,1
26,F,25 - 45,Female,3,-27,27,27,0,0,0,African-American,0
49,F,Greater than 45,Male,1,0,25,0,0,0,0,African-American,0
47,M,Greater than 45,Female,0,0,1,0,0,0,0,Hispanic,0
47,F,Greater than 45,Male,6,0,5,0,0,0,0,African-American,0
34,F,25 - 45,Male,7,0,0,1,0,0,0,African-American,1
27,F,25 - 45,Male,10,-1,8,1,0,0,0,African-American,0
52,M,Greater than 45,Female,0,0,0,1,0,0,0,Caucasian,0
26,M,25 - 45,Male,0,-3,1,3,0,0,0,African-American,1
25,F,25 - 45,Male,9,0,2,1,1,0,0,African-American,0
51,F,Greater than 45,Male,1,-1,163,1,0,0,0,African-American,0
29,M,25 - 45,Female,1,0,0,0,0,0,0,African-American,0
46,F,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
28,F,25 - 45,Male,6,-2,2,2,0,0,0,Caucasian,0
57,F,Greater than 45,Male,0,-1,1,1,0,0,0,African-American,0
23,F,Less than 25,Male,2,-1,1,1,0,0,0,Hispanic,0
34,F,25 - 45,Male,27,-1,118,1,0,0,0,African-American,1
27,F,25 - 45,Male,3,-1,12,1,0,0,0,African-American,0
25,M,25 - 45,Male,7,-1,3,1,1,0,0,African-American,1
31,F,25 - 45,Male,1,-1,33,1,0,0,0,Caucasian,1
37,F,25 - 45,Male,8,-1,1,1,0,0,0,African-American,0
51,F,Greater than 45,Male,0,0,1,0,0,0,0,African-American,1
28,F,25 - 45,Male,8,-1,41,1,0,0,1,African-American,0
56,F,Greater than 45,Male,4,0,7,0,0,0,0,Caucasian,0
45,F,Greater than 45,Male,15,-1,331,1,0,0,0,African-American,1
26,F,25 - 45,Male,7,-1,18,1,0,0,0,Caucasian,1
33,F,25 - 45,Male,7,-1,1,1,0,0,0,Caucasian,1
23,M,Less than 25,Male,0,-2,1,2,3,0,0,Caucasian,0
31,M,25 - 45,Male,0,0,0,0,0,0,0,African-American,0
31,M,25 - 45,Male,0,-1,1,1,0,0,0,Other,0
19,F,Less than 25,Male,1,-12,5,12,0,1,0,Hispanic,0
32,F,25 - 45,Male,0,0,0,0,0,0,0,Caucasian,0
30,M,25 - 45,Male,1,-1,1,1,0,0,0,Caucasian,1
66,F,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,0
40,F,25 - 45,Female,0,0,0,1,0,0,0,African-American,0
59,M,Greater than 45,Male,4,0,1,1,0,0,0,African-American,0
27,M,25 - 45,Male,3,-23,1,282,0,0,0,African-American,0
22,F,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
58,F,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,0
29,F,25 - 45,Male,2,-2,2,2,0,0,0,Caucasian,0
27,F,25 - 45,Male,0,-1,61,1,0,0,0,African-American,1
24,F,Less than 25,Male,0,-3,2,3,0,0,0,Caucasian,0
35,F,25 - 45,Female,3,0,0,0,0,0,1,Caucasian,0
29,F,25 - 45,Male,7,0,2,0,1,0,2,African-American,1
30,F,25 - 45,Male,5,-1,2,1,0,1,0,African-American,1
23,F,Less than 25,Male,1,-1,2,1,1,0,1,African-American,0
32,F,25 - 45,Male,2,-27,1,27,0,0,0,Caucasian,1
22,F,Less than 25,Male,2,-1,4,1,0,0,0,Caucasian,0
21,M,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
43,M,25 - 45,Female,0,-1,0,2,0,0,0,Caucasian,0
29,F,25 - 45,Male,0,-1,3,1,0,0,0,African-American,0
43,F,25 - 45,Male,1,0,2,1,0,0,0,African-American,0
25,F,25 - 45,Male,1,-1,2,1,0,0,0,African-American,0
47,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
21,F,Less than 25,Female,0,-2,1,2,0,0,0,African-American,0
54,M,Greater than 45,Male,0,0,0,1,0,0,0,Caucasian,0
34,F,25 - 45,Male,3,-1,34,1,1,0,0,African-American,1
28,M,25 - 45,Female,2,-1,1,1,0,0,0,African-American,0
53,F,Greater than 45,Female,4,-1,0,1,0,0,0,Caucasian,1
54,M,Greater than 45,Male,0,0,0,1,0,0,0,African-American,0
37,F,25 - 45,Male,3,-1,83,1,0,0,0,Hispanic,1
34,F,25 - 45,Male,2,-1,1,1,0,0,0,African-American,0
60,F,Greater than 45,Female,0,-1,1,1,0,0,0,Caucasian,1
22,F,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
51,F,Greater than 45,Male,3,0,0,1,0,0,0,African-American,0
29,F,25 - 45,Male,0,-1,13,1,0,0,0,African-American,1
28,M,25 - 45,Male,5,-1,28,1,1,0,0,African-American,0
33,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,1
43,M,25 - 45,Male,4,0,2,0,0,0,0,Caucasian,0
45,M,Greater than 45,Male,1,-1,27,1,0,0,0,Hispanic,0
32,F,25 - 45,Male,5,-1,65,1,0,0,0,Caucasian,1
35,F,25 - 45,Female,0,-1,2,1,0,0,0,African-American,1
23,F,Less than 25,Male,1,-1,1,1,0,0,0,African-American,1
41,M,25 - 45,Male,1,-1,114,1,0,0,0,Hispanic,0
25,F,25 - 45,Male,24,-1,1,1,0,20,0,Other,1
35,F,25 - 45,Male,12,-1,10,1,0,0,1,Hispanic,0
25,F,25 - 45,Male,4,0,43,0,0,0,0,African-American,1
69,F,Greater than 45,Male,6,-1,1,1,0,0,0,Caucasian,1
24,M,Less than 25,Male,0,-1,1,1,0,0,0,Asian,0
28,F,25 - 45,Male,0,-1,0,1,0,0,0,Hispanic,0
47,F,Greater than 45,Male,23,-1,403,1,0,0,0,African-American,1
29,F,25 - 45,Male,13,0,2,0,0,0,1,African-American,1
26,F,25 - 45,Male,9,-1,3,1,0,0,0,African-American,1
31,M,25 - 45,Male,0,-1,3,1,0,0,0,Other,0
28,F,25 - 45,Male,0,0,1,1,0,0,0,Caucasian,0
48,M,Greater than 45,Male,1,0,0,1,0,0,0,Caucasian,1
44,M,25 - 45,Male,0,-1,0,1,0,0,0,Caucasian,0
42,M,25 - 45,Male,7,-1,1,1,0,0,0,African-American,0
39,F,25 - 45,Male,5,-1,4,1,0,0,0,African-American,0
46,F,Greater than 45,Female,2,-1,3,1,0,0,0,Hispanic,0
55,M,Greater than 45,Male,0,-1,10,1,0,0,0,Caucasian,0
27,F,25 - 45,Male,5,-1,4,1,0,0,0,African-American,1
31,M,25 - 45,Female,0,-1,5,1,0,0,0,Caucasian,0
25,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
32,M,25 - 45,Male,6,0,0,0,2,0,0,Caucasian,0
36,F,25 - 45,Male,2,-1,1,1,0,0,0,African-American,0
21,F,Less than 25,Male,3,-1,4,0,0,0,0,African-American,1
39,M,25 - 45,Male,2,0,0,1,0,0,0,Caucasian,0
26,M,25 - 45,Female,0,0,0,1,0,0,0,African-American,0
28,F,25 - 45,Male,8,0,20,1,0,0,0,African-American,1
67,M,Greater than 45,Male,2,-4,0,5,0,0,0,Caucasian,1
22,F,Less than 25,Female,0,-1,2,1,0,0,0,Other,0
37,M,25 - 45,Male,3,-1,1,1,0,0,0,Caucasian,0
23,M,Less than 25,Male,2,-1,2,1,0,0,0,African-American,1
49,M,Greater than 45,Female,14,-1,122,1,0,0,0,African-American,1
32,M,25 - 45,Male,9,0,5,0,0,0,0,Caucasian,1
41,M,25 - 45,Male,9,-1,33,1,0,0,0,Caucasian,0
25,M,25 - 45,Male,1,0,0,1,0,0,0,African-American,0
58,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
44,M,25 - 45,Male,19,-17,17,17,0,2,0,African-American,1
28,F,25 - 45,Male,1,0,16,1,0,0,0,African-American,0
39,F,25 - 45,Female,0,-1,2,1,0,0,0,African-American,1
54,F,Greater than 45,Male,0,-1,7,1,0,0,0,Caucasian,0
43,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
31,M,25 - 45,Male,5,0,0,0,0,0,0,African-American,0
30,F,25 - 45,Male,11,0,117,0,0,4,1,African-American,0
27,M,25 - 45,Male,4,-1,1,1,3,0,1,Caucasian,1
28,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,1
24,M,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
43,M,25 - 45,Male,0,0,0,0,0,0,0,Caucasian,0
44,M,25 - 45,Male,10,-7,5,7,0,0,0,African-American,1
24,F,Less than 25,Male,11,-15,1,15,0,0,0,Hispanic,1
23,F,Less than 25,Male,0,-1,2,1,0,0,0,African-American,0
36,M,25 - 45,Male,5,-1,1,1,0,0,0,Caucasian,1
27,F,25 - 45,Male,1,-1,1,1,0,0,0,Caucasian,0
24,F,Less than 25,Male,0,0,1,1,0,0,0,African-American,1
66,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
36,F,25 - 45,Female,3,0,25,0,1,0,0,Caucasian,0
53,F,Greater than 45,Male,9,-1,130,1,0,0,0,Hispanic,1
23,F,Less than 25,Male,1,0,0,0,0,0,0,Caucasian,1
22,M,Less than 25,Female,0,0,0,1,0,0,0,African-American,1
25,F,25 - 45,Male,1,-1,1,1,1,0,0,Hispanic,0
56,F,Greater than 45,Male,4,-1,2,1,0,0,0,African-American,0
51,F,Greater than 45,Male,1,-1,1,1,0,0,0,Asian,1
58,M,Greater than 45,Female,3,-18,18,1,0,0,0,African-American,0
24,M,Less than 25,Male,3,0,0,0,2,0,1,Caucasian,0
22,F,Less than 25,Male,0,-1,71,1,0,0,0,African-American,1
39,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
20,F,Less than 25,Male,3,-1,42,1,0,0,0,Hispanic,1
46,F,Greater than 45,Male,10,-1,73,1,0,0,0,Caucasian,1
38,F,25 - 45,Male,1,-27,1,27,0,0,0,Caucasian,1
23,M,Less than 25,Male,0,0,3,0,0,0,0,Caucasian,1
39,F,25 - 45,Male,6,-1,26,1,0,0,0,Other,0
25,F,25 - 45,Male,0,0,2,0,0,0,0,African-American,0
31,F,25 - 45,Male,19,-1,1,1,0,0,0,African-American,1
25,M,25 - 45,Female,1,-1,1,1,0,0,0,African-American,1
26,F,25 - 45,Male,6,-1,2,1,0,0,0,African-American,0
25,F,25 - 45,Male,2,-1,274,1,1,0,0,African-American,0
37,F,25 - 45,Male,11,0,1,0,0,0,0,Caucasian,1
36,F,25 - 45,Male,0,-3,1,3,0,0,0,African-American,0
26,F,25 - 45,Male,1,0,1,1,0,0,0,African-American,1
21,F,Less than 25,Male,3,-1,1,1,0,0,2,Other,1
35,F,25 - 45,Male,7,-23,0,24,0,0,0,African-American,1
22,F,Less than 25,Male,2,-1,2,1,0,0,0,African-American,1
25,F,25 - 45,Male,0,0,0,1,0,0,0,Caucasian,0
36,M,25 - 45,Male,0,-7,1,7,0,0,0,Hispanic,0
24,M,Less than 25,Male,2,-1,12,1,0,0,0,African-American,1
21,F,Less than 25,Male,0,-1,1,1,1,0,0,African-American,1
32,F,25 - 45,Male,15,-1,71,1,1,2,0,Caucasian,1
33,M,25 - 45,Male,2,0,0,1,0,0,0,African-American,1
33,F,25 - 45,Male,10,0,2,0,0,0,0,African-American,1
29,M,25 - 45,Male,0,-2,1,3,0,0,0,Caucasian,0
50,F,Greater than 45,Male,8,-1,173,1,0,0,0,Caucasian,0
33,F,25 - 45,Male,14,-1,2,1,0,0,0,African-American,1
37,F,25 - 45,Male,13,-1,1,1,0,0,1,African-American,1
27,F,25 - 45,Male,9,-1,24,1,0,0,0,African-American,1
27,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
21,M,Less than 25,Male,1,-1,1,1,0,0,0,Hispanic,1
58,F,Greater than 45,Male,1,-1,61,1,0,0,0,African-American,0
27,F,25 - 45,Male,4,-1,33,1,0,0,0,African-American,0
28,F,25 - 45,Male,1,-1,31,1,0,0,0,Caucasian,1
31,M,25 - 45,Female,0,-5,1,5,0,0,0,Caucasian,0
24,M,Less than 25,Male,3,-1,7,1,0,0,0,African-American,0
26,F,25 - 45,Male,6,0,18,0,0,0,0,African-American,1
43,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,3,0,2,1,0,0,0,African-American,1
23,F,Less than 25,Male,0,-1,3,1,0,0,0,African-American,0
42,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
30,M,25 - 45,Male,18,-1,18,1,0,0,3,African-American,0
29,F,25 - 45,Male,1,-1,290,1,0,0,0,African-American,0
38,F,25 - 45,Male,2,0,48,0,0,0,0,Caucasian,1
26,M,25 - 45,Male,3,-4,2,4,1,0,0,Caucasian,0
51,M,Greater than 45,Male,5,0,5,523,0,0,0,African-American,0
36,M,25 - 45,Male,0,0,0,1,0,0,0,Other,0
62,M,Greater than 45,Male,0,-2,1,3,0,0,0,Hispanic,0
23,F,Less than 25,Male,0,0,0,1,0,0,0,African-American,1
34,F,25 - 45,Male,7,-1,1,1,0,0,0,African-American,1
35,M,25 - 45,Male,1,-1,1,1320,0,0,0,African-American,0
22,F,Less than 25,Male,0,0,4,0,0,0,0,Caucasian,0
29,M,25 - 45,Male,10,-1,109,1,0,0,0,African-American,1
40,F,25 - 45,Male,0,-3,1,3,0,0,0,African-American,0
36,F,25 - 45,Male,2,0,1,0,0,0,0,African-American,0
26,F,25 - 45,Male,8,0,0,0,0,0,0,African-American,1
25,F,25 - 45,Male,1,-23,1,23,0,0,0,African-American,1
69,M,Greater than 45,Male,0,-3,1,3,0,0,0,Caucasian,0
27,F,25 - 45,Male,1,-1,8,1,0,0,1,African-American,0
20,F,Less than 25,Male,0,0,1,0,0,0,0,Caucasian,1
27,F,25 - 45,Male,1,-2,2,2,0,0,0,African-American,0
24,M,Less than 25,Female,6,-1,310,1,0,0,0,African-American,0
42,F,25 - 45,Male,0,-7,3,7,0,0,0,Caucasian,0
25,F,25 - 45,Male,1,-1,1,1,0,0,0,Caucasian,0
25,F,25 - 45,Male,0,-1,7,1,0,0,0,African-American,0
22,F,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
21,F,Less than 25,Male,0,-1,1,1,0,0,0,Caucasian,0
30,M,25 - 45,Male,1,0,2,0,0,0,0,African-American,0
46,M,Greater than 45,Male,9,0,4,1,0,0,0,Caucasian,0
26,M,25 - 45,Male,2,0,0,0,0,0,0,African-American,0
33,F,25 - 45,Male,0,0,1,0,0,0,0,African-American,1
40,M,25 - 45,Male,1,-1,1,2,0,0,0,African-American,0
34,F,25 - 45,Male,0,-1,28,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,1,-1,37,1,0,0,0,Caucasian,1
28,M,25 - 45,Male,3,-1,1,1,0,0,0,Hispanic,0
31,M,25 - 45,Male,4,-1,1,1,0,0,0,African-American,1
59,M,Greater than 45,Male,3,0,1,0,0,0,0,Caucasian,1
37,F,25 - 45,Male,0,-1,1,1,0,0,0,Native American,0
50,F,Greater than 45,Male,0,-1,2,1,0,0,0,African-American,0
57,F,Greater than 45,Male,8,-1,100,1,0,0,0,African-American,1
31,M,25 - 45,Male,5,-1,1,1,0,0,0,African-American,0
44,F,25 - 45,Male,9,-28,25,28,0,0,0,African-American,0
48,F,Greater than 45,Male,5,-1,243,1,0,0,0,African-American,1
25,F,25 - 45,Female,0,-1,1,1,0,0,0,Caucasian,0
51,M,Greater than 45,Male,5,-1,0,4984,0,0,0,African-American,0
50,F,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,1
57,F,Greater than 45,Male,2,-11,2,11,0,0,0,Caucasian,0
55,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
59,F,Greater than 45,Male,4,-2,1,2,0,0,0,African-American,1
42,F,25 - 45,Female,0,0,0,0,0,0,0,African-American,0
20,F,Less than 25,Male,2,-21,21,21,0,2,0,Hispanic,1
21,F,Less than 25,Male,0,-1,29,1,0,0,0,Other,0
32,F,25 - 45,Male,21,-1,64,1,0,0,0,African-American,1
24,M,Less than 25,Female,0,0,0,0,0,0,0,Hispanic,0
42,F,25 - 45,Male,1,0,1,1,0,0,0,African-American,0
29,F,25 - 45,Male,8,-1,14,0,0,0,0,African-American,1
21,F,Less than 25,Male,1,-1,8,1,0,0,0,African-American,0
58,M,Greater than 45,Male,0,0,0,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,1,0,1,0,1,0,0,African-American,1
46,M,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,1
50,M,Greater than 45,Male,0,0,14,0,0,0,0,Caucasian,1
46,F,Greater than 45,Male,2,-1,1,1,0,0,0,African-American,0
44,F,25 - 45,Female,11,-1,15,1,0,0,1,African-American,1
35,M,25 - 45,Male,4,-1,30,1,0,0,0,African-American,0
30,F,25 - 45,Male,14,-1,2,1,0,0,1,African-American,1
42,F,25 - 45,Male,2,-1,1,1,0,0,0,African-American,0
46,F,Greater than 45,Male,5,-1,202,1,0,0,0,African-American,1
42,F,25 - 45,Male,0,0,34,0,0,0,0,African-American,1
29,F,25 - 45,Male,7,-1,1,1,0,0,0,Caucasian,1
32,F,25 - 45,Male,8,-1,4,1,1,0,0,African-American,0
31,F,25 - 45,Male,5,-1,3,1,0,0,0,Other,0
33,M,25 - 45,Female,1,-1,2,1,0,0,0,African-American,0
25,F,25 - 45,Male,4,-1,183,1,0,0,0,Caucasian,0
33,M,25 - 45,Female,0,-1,1,1,0,0,0,African-American,0
21,F,Less than 25,Male,1,-1,1,1,0,0,0,Hispanic,0
35,F,25 - 45,Male,1,-1,49,1,0,0,0,Caucasian,1
56,F,Greater than 45,Male,1,-22,3,22,0,0,0,African-American,0
38,M,25 - 45,Male,0,-1,3,1,0,0,0,Caucasian,1
40,M,25 - 45,Female,4,-1,1,1,0,0,0,African-American,0
28,F,25 - 45,Male,4,-1,1,1,1,0,0,African-American,0
51,M,Greater than 45,Male,0,-1,1,1,0,0,0,African-American,0
35,M,25 - 45,Male,2,-1,2,1,0,0,0,African-American,0
61,F,Greater than 45,Male,5,-13,12,13,0,0,0,African-American,0
25,F,25 - 45,Male,0,0,1,0,0,0,0,African-American,0
25,F,25 - 45,Male,4,-1,1,1,0,0,0,African-American,1
26,M,25 - 45,Male,0,0,0,1,0,0,0,African-American,0
42,M,25 - 45,Male,1,-1,3,1,0,0,0,Caucasian,0
25,F,25 - 45,Female,1,-10,1,10,0,0,0,African-American,0
26,M,25 - 45,Male,13,-1,0,207,0,0,1,African-American,1
31,F,25 - 45,Male,9,-1,1,1,0,0,0,African-American,0
35,F,25 - 45,Male,1,-1,1,1,1,0,0,Caucasian,0
34,F,25 - 45,Male,0,-1,116,1,0,0,0,Caucasian,0
33,M,25 - 45,Female,1,-1,1,1,0,0,0,Caucasian,0
30,F,25 - 45,Male,3,-1,1,1,1,0,0,African-American,0
50,M,Greater than 45,Female,7,-1,1,1,0,0,0,African-American,0
21,F,Less than 25,Male,0,-1,50,1,0,0,0,African-American,0
31,F,25 - 45,Male,16,0,483,1,0,0,0,Hispanic,1
31,F,25 - 45,Male,2,-1,3,1,0,0,0,African-American,1
23,M,Less than 25,Female,0,-1,1,1,0,0,0,African-American,0
25,F,25 - 45,Male,1,0,2,0,0,0,0,African-American,0
24,F,Less than 25,Female,1,-1,1,1,0,0,0,Caucasian,0
31,M,25 - 45,Male,13,-1,1,1,0,0,0,African-American,1
60,F,Greater than 45,Male,0,-1,2,1,0,0,0,African-American,0
30,F,25 - 45,Male,2,-1,1,1,0,0,0,African-American,0
32,M,25 - 45,Female,0,-1,1,1,0,0,0,Other,0
46,M,Greater than 45,Male,0,0,0,1,0,0,0,Caucasian,0
21,M,Less than 25,Male,0,-1,1,1,1,0,0,Caucasian,1
35,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
34,F,25 - 45,Male,2,-1,10,1,0,0,0,Hispanic,1
41,F,25 - 45,Male,2,-1,162,1,0,0,0,Asian,1
23,F,Less than 25,Male,1,-1,16,1,0,0,0,African-American,1
23,F,Less than 25,Male,3,-1,2,1,0,0,0,African-American,1
28,M,25 - 45,Male,2,0,3,0,0,0,0,African-American,0
21,F,Less than 25,Male,0,0,0,1,0,0,0,Hispanic,1
46,M,Greater than 45,Male,2,-1,3,1,1,0,0,Caucasian,0
56,F,Greater than 45,Male,1,-1,1,1,0,0,0,African-American,0
40,F,25 - 45,Male,8,-1,0,1,0,0,0,Hispanic,1
30,F,25 - 45,Male,5,-1,2,1,0,0,0,Hispanic,1
24,M,Less than 25,Male,1,-1,1,1,0,0,0,African-American,1
33,M,25 - 45,Female,0,-1,1,1,0,0,0,Caucasian,0
48,M,Greater than 45,Male,2,-1,4,1,0,0,0,Caucasian,0
33,F,25 - 45,Male,11,-1,45,1,0,0,0,African-American,1
25,F,25 - 45,Male,0,-1,1,1,0,0,0,Hispanic,0
30,F,25 - 45,Male,7,-1,1,1,1,0,1,African-American,1
37,F,25 - 45,Male,0,-1,3,1,0,0,0,Hispanic,1
43,F,25 - 45,Female,7,-21,9,21,0,0,0,Caucasian,0
32,F,25 - 45,Male,0,0,1,1,0,0,0,Caucasian,0
33,F,25 - 45,Male,3,-1,1,1,0,0,0,Other,0
