age,priors_count,juv_other_count,juv_fel_count,juv_misd_count,sex,race,two_year_recid
34,2,0,0,0,Male,African-American,0
60,0,0,0,0,Female,Caucasian,1
22,0,0,0,0,Male,African-American,0
51,3,0,0,0,Male,African-American,0
29,0,0,0,0,Male,African-American,1
28,5,1,0,0,Male,African-American,0
33,0,0,0,0,Male,Caucasian,1
43,4,0,0,0,Male,Caucasian,0
45,1,0,0,0,Male,Hispanic,0
32,5,0,0,0,Male,Caucasian,1
35,0,0,0,0,Female,African-American,1
23,1,0,0,0,Male,African-American,1
41,1,0,0,0,Male,Hispanic,0
25,24,0,20,0,Male,Other,1
35,12,0,0,1,Male,Hispanic,0
25,4,0,0,0,Male,African-American,1
69,6,0,0,0,Male,Caucasian,1
24,0,0,0,0,Male,Asian,0
28,0,0,0,0,Male,Hispanic,0
47,23,0,0,0,Male,African-American,1
29,13,0,0,1,Male,African-American,1
26,9,0,0,0,Male,African-American,1
31,0,0,0,0,Male,Other,0
28,0,0,0,0,Male,Caucasian,0
48,1,0,0,0,Male,Caucasian,1
44,0,0,0,0,Male,Caucasian,0
42,7,0,0,0,Male,African-American,0
39,5,0,0,0,Male,African-American,0
46,2,0,0,0,Female,Hispanic,0
55,0,0,0,0,Male,Caucasian,0
27,5,0,0,0,Male,African-American,1
31,0,0,0,0,Female,Caucasian,0
25,0,0,0,0,Male,African-American,0
32,6,2,0,0,Male,Caucasian,0
36,2,0,0,0,Male,African-American,0
21,3,0,0,0,Male,African-American,1
39,2,0,0,0,Male,Caucasian,0
26,0,0,0,0,Female,African-American,0
28,8,0,0,0,Male,African-American,1
67,2,0,0,0,Male,Caucasian,1
22,0,0,0,0,Female,Other,0
37,3,0,0,0,Male,Caucasian,0
23,2,0,0,0,Male,African-American,1
49,14,0,0,0,Female,African-American,1
32,9,0,0,0,Male,Caucasian,1
41,9,0,0,0,Male,Caucasian,0
25,1,0,0,0,Male,African-American,0
58,0,0,0,0,Male,Caucasian,0
44,19,0,2,0,Male,African-American,1
28,1,0,0,0,Male,African-American,0
39,0,0,0,0,Female,African-American,1
54,0,0,0,0,Male,Caucasian,0
43,0,0,0,0,Male,Caucasian,0
31,5,0,0,0,Male,African-American,0
30,11,0,4,1,Male,African-American,0
27,4,3,0,1,Male,Caucasian,1
28,0,0,0,0,Male,African-American,1
24,0,0,0,0,Male,African-American,0
43,0,0,0,0,Male,Caucasian,0
44,10,0,0,0,Male,African-American,1
24,11,0,0,0,Male,Hispanic,1
23,0,0,0,0,Male,African-American,0
36,5,0,0,0,Male,Caucasian,1
27,1,0,0,0,Male,Caucasian,0
24,0,0,0,0,Male,African-American,1
66,0,0,0,0,Male,Caucasian,0
36,3,1,0,0,Female,Caucasian,0
53,9,0,0,0,Male,Hispanic,1
23,1,0,0,0,Male,Caucasian,1
22,0,0,0,0,Female,African-American,1
25,1,1,0,0,Male,Hispanic,0
56,4,0,0,0,Male,African-American,0
51,1,0,0,0,Male,Asian,1
58,3,0,0,0,Female,African-American,0
24,3,2,0,1,Male,Caucasian,0
22,0,0,0,0,Male,African-American,1
39,0,0,0,0,Male,Caucasian,0
20,3,0,0,0,Male,Hispanic,1
46,10,0,0,0,Male,Caucasian,1
38,1,0,0,0,Male,Caucasian,1
23,0,0,0,0,Male,Caucasian,1
39,6,0,0,0,Male,Other,0
25,0,0,0,0,Male,African-American,0
31,19,0,0,0,Male,African-American,1
25,1,0,0,0,Female,African-American,1
26,6,0,0,0,Male,African-American,0
25,2,1,0,0,Male,African-American,0
37,11,0,0,0,Male,Caucasian,1
36,0,0,0,0,Male,African-American,0
26,1,0,0,0,Male,African-American,1
21,3,0,0,2,Male,Other,1
35,7,0,0,0,Male,African-American,1
22,2,0,0,0,Male,African-American,1
25,0,0,0,0,Male,Caucasian,0
36,0,0,0,0,Male,Hispanic,0
24,2,0,0,0,Male,African-American,1
21,0,1,0,0,Male,African-American,1
32,15,1,2,0,Male,Caucasian,1
33,2,0,0,0,Male,African-American,1
33,10,0,0,0,Male,African-American,1
29,0,0,0,0,Male,Caucasian,0
50,8,0,0,0,Male,Caucasian,0
33,14,0,0,0,Male,African-American,1
37,13,0,0,1,Male,African-American,1
27,9,0,0,0,Male,African-American,1
27,0,0,0,0,Male,African-American,0
21,1,0,0,0,Male,Hispanic,1
58,1,0,0,0,Male,African-American,0
27,4,0,0,0,Male,African-American,0
28,1,0,0,0,Male,Caucasian,1
31,0,0,0,0,Female,Caucasian,0
24,3,0,0,0,Male,African-American,0
26,6,0,0,0,Male,African-American,1
43,0,0,0,0,Male,Caucasian,0
22,3,0,0,0,Male,African-American,1
23,0,0,0,0,Male,African-American,0
42,0,0,0,0,Male,Caucasian,0
30,18,0,0,3,Male,African-American,0
29,1,0,0,0,Male,African-American,0
38,2,0,0,0,Male,Caucasian,1
26,3,1,0,0,Male,Caucasian,0
51,5,0,0,0,Male,African-American,0
36,0,0,0,0,Male,Other,0
62,0,0,0,0,Male,Hispanic,0
23,0,0,0,0,Male,African-American,1
34,7,0,0,0,Male,African-American,1
35,1,0,0,0,Male,African-American,0
22,0,0,0,0,Male,Caucasian,0
29,10,0,0,0,Male,African-American,1
40,0,0,0,0,Male,African-American,0
36,2,0,0,0,Male,African-American,0
26,8,0,0,0,Male,African-American,1
25,1,0,0,0,Male,African-American,1
69,0,0,0,0,Male,Caucasian,0
27,1,0,0,1,Male,African-American,0
20,0,0,0,0,Male,Caucasian,1
27,1,0,0,0,Male,African-American,0
24,6,0,0,0,Female,African-American,0
42,0,0,0,0,Male,Caucasian,0
25,1,0,0,0,Male,Caucasian,0
25,0,0,0,0,Male,African-American,0
22,0,0,0,0,Male,African-American,0
21,0,0,0,0,Male,Caucasian,0
30,1,0,0,0,Male,African-American,0
46,9,0,0,0,Male,Caucasian,0
26,2,0,0,0,Male,African-American,0
33,0,0,0,0,Male,African-American,1
40,1,0,0,0,Male,African-American,0
34,0,0,0,0,Male,Caucasian,0
22,1,0,0,0,Male,Caucasian,1
28,3,0,0,0,Male,Hispanic,0
31,4,0,0,0,Male,African-American,1
59,3,0,0,0,Male,Caucasian,1
37,0,0,0,0,Male,Native American,0
50,0,0,0,0,Male,African-American,0
57,8,0,0,0,Male,African-American,1
31,5,0,0,0,Male,African-American,0
44,9,0,0,0,Male,African-American,0
48,5,0,0,0,Male,African-American,1
25,0,0,0,0,Female,Caucasian,0
51,5,0,0,0,Male,African-American,0
50,0,0,0,0,Male,Caucasian,1
57,2,0,0,0,Male,Caucasian,0
55,0,0,0,0,Male,Caucasian,0
59,4,0,0,0,Male,African-American,1
42,0,0,0,0,Female,African-American,0
20,2,0,2,0,Male,Hispanic,1
21,0,0,0,0,Male,Other,0
32,21,0,0,0,Male,African-American,1
24,0,0,0,0,Female,Hispanic,0
42,1,0,0,0,Male,African-American,0
29,8,0,0,0,Male,African-American,1
21,1,0,0,0,Male,African-American,0
58,0,0,0,0,Male,Caucasian,0
22,1,1,0,0,Male,African-American,1
46,1,0,0,0,Male,Caucasian,1
50,0,0,0,0,Male,Caucasian,1
46,2,0,0,0,Male,African-American,0
44,11,0,0,1,Female,African-American,1
35,4,0,0,0,Male,African-American,0
30,14,0,0,1,Male,African-American,1
42,2,0,0,0,Male,African-American,0
46,5,0,0,0,Male,African-American,1
42,0,0,0,0,Male,African-American,1
29,7,0,0,0,Male,Caucasian,1
32,8,1,0,0,Male,African-American,0
31,5,0,0,0,Male,Other,0
33,1,0,0,0,Female,African-American,0
25,4,0,0,0,Male,Caucasian,0
33,0,0,0,0,Female,African-American,0
21,1,0,0,0,Male,Hispanic,0
35,1,0,0,0,Male,Caucasian,1
56,1,0,0,0,Male,African-American,0
38,0,0,0,0,Male,Caucasian,1
40,4,0,0,0,Female,African-American,0
28,4,1,0,0,Male,African-American,0
51,0,0,0,0,Male,African-American,0
35,2,0,0,0,Male,African-American,0
61,5,0,0,0,Male,African-American,0
25,0,0,0,0,Male,African-American,0
25,4,0,0,0,Male,African-American,1
26,0,0,0,0,Male,African-American,0
42,1,0,0,0,Male,Caucasian,0
25,1,0,0,0,Female,African-American,0
26,13,0,0,1,Male,African-American,1
31,9,0,0,0,Male,African-American,0
35,1,1,0,0,Male,Caucasian,0
34,0,0,0,0,Male,Caucasian,0
33,1,0,0,0,Female,Caucasian,0
30,3,1,0,0,Male,African-American,0
50,7,0,0,0,Female,African-American,0
21,0,0,0,0,Male,African-American,0
31,16,0,0,0,Male,Hispanic,1
31,2,0,0,0,Male,African-American,1
23,0,0,0,0,Female,African-American,0
25,1,0,0,0,Male,African-American,0
24,1,0,0,0,Female,Caucasian,0
31,13,0,0,0,Male,African-American,1
60,0,0,0,0,Male,African-American,0
30,2,0,0,0,Male,African-American,0
32,0,0,0,0,Female,Other,0
46,0,0,0,0,Male,Caucasian,0
21,0,1,0,0,Male,Caucasian,1
35,0,0,0,0,Male,African-American,0
34,2,0,0,0,Male,Hispanic,1
41,2,0,0,0,Male,Asian,1
23,1,0,0,0,Male,African-American,1
23,3,0,0,0,Male,African-American,1
28,2,0,0,0,Male,African-American,0
21,0,0,0,0,Male,Hispanic,1
46,2,1,0,0,Male,Caucasian,0
56,1,0,0,0,Male,African-American,0
40,8,0,0,0,Male,Hispanic,1
30,5,0,0,0,Male,Hispanic,1
24,1,0,0,0,Male,African-American,1
33,0,0,0,0,Female,Caucasian,0
48,2,0,0,0,Male,Caucasian,0
33,11,0,0,0,Male,African-American,1
25,0,0,0,0,Male,Hispanic,0
30,7,1,0,1,Male,African-American,1
37,0,0,0,0,Male,Hispanic,1
43,7,0,0,0,Female,Caucasian,0
32,0,0,0,0,Male,Caucasian,0
33,3,0,0,0,Male,Other,0
39,4,0,0,1,Male,Other,1
49,4,0,0,0,Male,Caucasian,0
24,0,0,0,0,Male,Caucasian,0
26,1,0,0,0,Male,African-American,0
42,0,0,0,0,Male,Caucasian,0
22,1,0,0,0,Male,African-American,1
36,0,0,0,0,Male,Hispanic,0
29,7,1,0,0,Male,Caucasian,1
39,0,0,0,0,Male,Caucasian,0
27,13,1,0,2,Male,African-American,1
38,2,0,0,0,Male,Caucasian,1
20,0,0,0,0,Male,Caucasian,1
25,4,0,2,0,Male,African-American,1
53,0,0,0,0,Male,Caucasian,0
27,0,0,0,0,Female,African-American,1
21,0,0,0,0,Male,Other,1
50,1,0,0,0,Male,Caucasian,1
41,4,0,0,0,Male,African-American,0
22,5,2,0,0,Male,Caucasian,1
22,0,2,0,0,Male,Caucasian,1
25,2,0,0,0,Male,African-American,0
42,1,0,0,0,Male,African-American,1
51,2,0,0,0,Male,Other,0
24,0,1,0,0,Male,African-American,0
37,4,0,0,0,Male,African-American,0
37,0,0,0,0,Male,Caucasian,0
27,0,0,0,0,Female,Other,0
21,0,0,0,0,Male,Other,0
35,1,0,0,0,Male,African-American,1
24,0,0,0,0,Female,Caucasian,0
49,2,0,0,0,Male,Caucasian,0
38,9,0,0,0,Male,African-American,0
61,0,0,0,0,Male,Other,0
30,0,0,0,0,Female,African-American,0
22,3,0,0,0,Male,African-American,0
25,0,0,0,0,Male,African-American,1
30,3,0,0,0,Female,Hispanic,1
52,0,0,0,0,Male,Caucasian,0
26,0,0,0,0,Male,Caucasian,0
26,0,0,0,0,Male,Other,0
45,9,0,0,0,Male,Caucasian,1
20,0,0,0,0,Male,African-American,1
29,4,0,0,0,Male,African-American,0
43,1,0,0,0,Male,Caucasian,1
26,2,0,0,0,Male,Caucasian,0
46,4,0,0,0,Female,African-American,0
46,0,0,0,0,Female,African-American,0
29,12,0,0,0,Male,African-American,1
41,0,0,0,0,Male,Caucasian,0
25,5,0,0,0,Female,African-American,0
23,2,0,1,0,Male,African-American,0
30,0,0,0,0,Male,Caucasian,0
34,1,0,0,0,Male,Caucasian,0
70,11,0,0,0,Male,Caucasian,1
52,2,0,0,0,Male,Caucasian,0
51,4,0,0,0,Male,African-American,0
45,15,0,0,0,Female,Native American,1
55,21,0,0,0,Male,African-American,1
49,1,0,0,0,Female,Caucasian,0
47,0,0,0,0,Female,Caucasian,0
27,0,0,0,0,Male,African-American,0
25,5,0,0,2,Male,Caucasian,1
21,1,0,0,1,Male,African-American,1
37,26,1,0,0,Male,African-American,1
21,1,0,0,0,Male,African-American,1
21,0,0,0,0,Male,African-American,0
25,4,0,0,0,Male,African-American,1
27,3,0,0,0,Female,African-American,1
30,3,0,0,0,Male,Caucasian,1
70,0,0,0,0,Male,Caucasian,0
37,11,0,0,0,Male,Caucasian,1
46,5,0,0,0,Male,African-American,1
40,4,0,0,0,Male,Other,1
43,18,0,0,0,Male,African-American,1
38,15,0,0,0,Male,African-American,0
29,0,0,0,0,Male,African-American,0
37,8,0,0,0,Male,African-American,1
38,3,0,0,0,Male,Hispanic,0
27,0,0,0,0,Female,Caucasian,0
20,0,0,0,0,Female,Other,1
44,0,0,0,0,Male,Hispanic,0
31,6,0,0,0,Male,Caucasian,0
29,3,0,0,0,Male,African-American,1
30,0,0,0,0,Female,African-American,0
25,2,0,0,0,Female,Caucasian,1
40,3,0,0,0,Male,African-American,0
33,1,0,0,0,Male,Caucasian,0
26,5,0,0,0,Male,Caucasian,1
31,1,0,0,1,Male,Hispanic,0
61,1,0,0,0,Male,Caucasian,0
30,2,0,0,0,Male,Caucasian,0
62,0,0,0,0,Male,Caucasian,0
27,4,0,0,0,Female,Caucasian,1
48,9,0,0,0,Male,Caucasian,0
40,0,0,0,0,Female,Caucasian,0
24,0,0,0,0,Male,Caucasian,0
22,0,0,0,0,Male,African-American,1
30,4,0,0,0,Male,African-American,1
63,0,0,0,0,Male,Caucasian,0
33,4,0,0,0,Male,African-American,0
43,0,0,0,0,Male,Caucasian,1
26,3,0,0,0,Male,African-American,1
51,1,0,0,0,Male,African-American,0
39,3,0,0,0,Male,Caucasian,1
30,0,0,0,0,Female,Hispanic,1
32,14,0,0,0,Male,African-American,1
22,0,0,0,0,Male,African-American,0
59,0,0,0,0,Male,Caucasian,0
38,37,0,0,5,Male,African-American,1
23,2,0,0,0,Male,African-American,0
42,0,0,0,0,Male,African-American,1
38,2,0,0,0,Male,African-American,1
34,2,0,0,0,Female,Caucasian,0
36,7,0,0,0,Female,African-American,1
36,0,0,0,0,Male,African-American,1
31,1,0,0,0,Male,African-American,0
28,3,0,0,0,Female,African-American,1
28,1,0,0,0,Male,African-American,1
43,0,0,0,0,Male,African-American,0
40,1,0,0,0,Male,African-American,0
31,15,0,0,2,Male,African-American,1
54,6,0,0,0,Male,African-American,1
24,17,0,0,0,Male,African-American,1
41,0,0,0,0,Male,Hispanic,1
21,1,1,0,0,Male,African-American,1
29,1,0,0,0,Female,Hispanic,1
22,0,1,0,0,Male,African-American,0
52,9,0,0,0,Male,Hispanic,1
40,0,0,0,0,Female,Other,0
45,1,0,0,0,Female,African-American,0
29,1,0,0,0,Male,African-American,1
46,10,0,0,0,Male,African-American,1
21,1,2,0,1,Male,Caucasian,0
35,6,0,0,0,Male,Caucasian,1
52,1,0,0,0,Male,African-American,1
48,0,0,0,0,Male,Caucasian,0
29,9,3,0,0,Female,African-American,1
48,0,0,0,0,Male,Caucasian,0
31,10,0,0,0,Male,African-American,1
21,3,0,0,0,Male,Caucasian,1
32,0,0,0,0,Male,Other,1
47,0,0,0,0,Male,African-American,0
21,3,2,1,2,Male,African-American,1
35,13,0,3,0,Male,African-American,0
46,3,0,0,0,Male,African-American,1
34,5,0,0,0,Male,African-American,1
52,2,0,0,0,Male,African-American,0
21,0,0,0,0,Male,Caucasian,1
53,1,0,0,0,Male,Caucasian,0
19,0,0,0,0,Female,Caucasian,1
22,0,0,0,0,Male,African-American,0
45,1,0,0,0,Male,African-American,0
27,0,0,0,0,Female,Caucasian,0
25,0,0,0,0,Male,Caucasian,0
30,0,0,0,0,Male,Caucasian,1
31,2,0,0,0,Male,African-American,1
28,3,0,0,0,Male,Caucasian,0
36,3,0,0,0,Male,African-American,1
27,7,0,0,0,Male,African-American,1
42,1,0,0,0,Male,African-American,0
35,0,0,0,0,Male,Caucasian,1
33,2,0,0,0,Female,Caucasian,0
24,6,0,1,0,Male,Hispanic,1
25,21,0,0,1,Male,African-American,1
42,0,0,0,0,Female,Caucasian,0
21,0,0,0,0,Male,African-American,1
28,0,0,0,0,Female,African-American,0
27,25,0,0,0,Male,African-American,1
21,0,0,0,0,Female,Caucasian,0
26,0,0,0,0,Male,Caucasian,1
36,0,0,0,0,Male,Caucasian,0
49,0,0,0,0,Male,Caucasian,1
44,0,0,0,0,Male,Caucasian,1
28,1,0,0,0,Male,Caucasian,0
35,12,0,0,0,Female,African-American,1
34,3,0,0,0,Male,African-American,0
45,15,0,0,0,Male,African-American,1
28,9,0,0,0,Male,African-American,1
25,1,0,0,0,Female,African-American,0
21,1,0,0,1,Male,African-American,0
48,1,0,0,0,Male,African-American,0
37,1,0,0,0,Male,Caucasian,0
24,3,0,0,0,Male,African-American,1
37,1,0,0,0,Male,Caucasian,1
39,1,0,0,0,Male,Caucasian,0
24,1,1,0,0,Male,Caucasian,1
49,2,0,0,0,Male,Other,0
23,1,0,0,0,Male,African-American,1
43,5,0,0,0,Male,Caucasian,0
28,6,0,0,0,Male,African-American,1
53,1,0,0,0,Male,African-American,0
27,2,0,0,0,Female,African-American,1
39,0,0,0,0,Male,Caucasian,0
47,22,0,0,0,Male,African-American,1
28,4,0,0,0,Male,African-American,1
36,2,0,0,0,Male,Caucasian,0
24,1,0,0,0,Female,African-American,0
35,0,0,0,0,Male,Hispanic,0
23,3,0,0,0,Male,African-American,0
26,2,0,0,0,Male,African-American,0
31,7,0,0,0,Male,African-American,1
30,14,2,0,3,Female,African-American,1
25,2,0,0,0,Male,Caucasian,0
24,6,0,0,0,Male,African-American,1
34,1,0,0,0,Male,Hispanic,1
26,2,0,0,0,Male,African-American,0
60,0,0,0,0,Male,Hispanic,0
20,0,0,0,0,Female,African-American,0
23,0,0,0,0,Male,Caucasian,0
26,5,0,0,0,Male,African-American,1
40,4,0,0,0,Male,Caucasian,0
28,1,0,0,0,Male,Other,1
49,1,0,0,0,Male,Hispanic,1
19,1,0,0,1,Male,African-American,1
53,1,0,0,0,Male,Caucasian,0
24,0,0,0,0,Female,African-American,0
31,0,0,0,0,Male,Hispanic,0
33,2,0,0,0,Female,Caucasian,0
26,8,0,0,3,Male,Caucasian,1
32,2,0,0,0,Male,Caucasian,0
25,0,0,0,0,Male,Caucasian,1
21,1,0,0,0,Male,African-American,0
38,3,0,0,0,Male,African-American,0
23,0,0,0,0,Male,Caucasian,0
20,0,1,0,0,Male,Caucasian,1
39,4,0,0,0,Female,Caucasian,1
24,1,0,0,0,Male,African-American,1
23,0,0,0,0,Male,Hispanic,0
49,3,0,0,0,Male,African-American,0
31,7,0,0,0,Male,African-American,1
20,1,0,0,0,Male,African-American,1
28,0,0,0,0,Male,Caucasian,0
67,3,0,0,0,Male,Caucasian,0
33,0,0,0,0,Male,Hispanic,0
52,0,0,0,0,Male,African-American,0
45,17,0,0,0,Male,African-American,1
27,8,1,0,0,Male,African-American,1
22,1,0,0,0,Male,Caucasian,0
40,0,0,0,0,Male,Caucasian,1
30,1,0,0,0,Male,Caucasian,1
42,1,0,0,0,Male,African-American,0
24,2,1,0,0,Male,African-American,1
46,4,0,0,0,Male,Caucasian,0
38,4,0,0,0,Male,African-American,0
32,0,0,0,0,Female,Hispanic,1
26,0,0,0,0,Male,Caucasian,0
54,1,0,0,0,Male,Caucasian,1
27,2,0,0,0,Male,Hispanic,0
61,1,0,0,0,Male,Caucasian,0
51,1,0,0,0,Male,African-American,1
57,0,0,0,0,Male,Caucasian,0
24,3,3,0,0,Male,Caucasian,1
34,1,0,0,0,Male,African-American,0
27,1,0,0,0,Male,Hispanic,0
28,10,0,0,0,Female,African-American,1
35,10,0,0,0,Male,African-American,1
30,6,0,0,0,Male,African-American,1
44,0,0,0,0,Male,African-American,0
61,10,0,0,0,Male,Caucasian,0
26,1,0,0,0,Male,African-American,1
48,10,0,1,0,Male,African-American,1
42,4,0,0,0,Male,African-American,0
38,10,0,0,0,Male,Caucasian,1
53,0,0,0,0,Female,Caucasian,0
26,3,0,0,0,Male,African-American,0
22,1,0,0,0,Male,African-American,1
50,0,0,0,0,Male,Caucasian,0
44,16,0,3,0,Male,Caucasian,0
24,4,3,0,1,Male,African-American,1
21,0,0,0,0,Male,African-American,1
50,0,0,0,0,Male,Caucasian,0
36,0,0,0,0,Female,Caucasian,0
39,0,0,0,0,Male,Caucasian,0
54,7,0,0,0,Female,African-American,0
29,0,0,0,0,Male,African-American,0
26,0,0,0,0,Male,Caucasian,0
41,3,0,0,0,Male,African-American,1
23,1,0,0,0,Male,African-American,1
34,0,0,0,0,Male,Caucasian,0
31,11,0,0,0,Male,Caucasian,1
20,0,0,0,0,Male,African-American,0
49,10,0,0,0,Male,African-American,1
26,4,0,0,0,Male,African-American,1
28,1,0,0,0,Male,African-American,1
26,0,0,0,0,Male,African-American,0
55,1,0,0,0,Male,African-American,0
22,0,0,0,0,Male,African-American,0
26,0,0,0,0,Female,African-American,0
56,0,0,0,0,Male,Other,0
46,2,0,0,0,Male,Other,0
58,16,0,0,0,Male,African-American,1
28,4,0,0,0,Male,African-American,0
33,8,0,0,0,Male,African-American,0
31,0,0,0,0,Female,African-American,0
26,1,0,0,0,Male,African-American,0
34,0,0,0,0,Male,Caucasian,0
33,0,0,0,0,Male,Other,0
32,0,0,0,0,Female,African-American,0
37,9,0,0,0,Male,African-American,1
50,1,0,0,0,Male,African-American,0
35,1,0,0,0,Male,Caucasian,0
47,0,0,0,0,Female,Caucasian,1
52,8,0,0,0,Female,African-American,0
26,5,2,0,1,Male,African-American,1
45,13,0,0,0,Male,African-American,1
19,0,0,0,0,Male,Other,1
41,8,0,0,0,Male,African-American,1
24,0,0,0,0,Male,African-American,0
21,1,0,0,1,Male,African-American,0
54,0,0,0,0,Male,Caucasian,0
49,0,0,0,0,Male,Caucasian,0
42,1,0,0,0,Male,Caucasian,0
21,1,0,0,0,Male,African-American,1
46,5,0,0,0,Male,Caucasian,1
74,0,0,0,0,Male,Caucasian,0
38,0,0,0,0,Female,Hispanic,0
39,1,0,0,0,Female,African-American,0
38,0,0,0,0,Female,African-American,0
19,1,1,1,0,Male,African-American,1
28,0,0,0,0,Male,Caucasian,1
25,1,0,0,0,Male,African-American,1
53,1,0,0,0,Male,Caucasian,0
23,2,0,0,1,Male,African-American,0
55,33,0,0,0,Male,Caucasian,1
64,1,0,0,0,Female,Caucasian,0
23,1,0,0,0,Male,African-American,1
23,4,2,0,0,Male,African-American,1
41,0,0,0,0,Female,Hispanic,0
53,0,0,0,0,Male,Other,0
34,0,0,0,0,Male,African-American,0
24,0,0,0,0,Male,Hispanic,1
26,1,0,0,0,Male,African-American,0
44,4,0,0,0,Male,Caucasian,0
27,0,0,0,0,Female,Caucasian,0
28,14,0,0,0,Male,Caucasian,0
55,1,0,0,0,Male,Caucasian,0
36,15,0,0,0,Male,African-American,0
23,1,0,0,0,Male,African-American,0
56,1,0,0,0,Male,African-American,0
27,2,0,0,0,Male,Caucasian,1
37,1,0,0,0,Male,Caucasian,0
32,1,0,0,0,Male,African-American,1
41,18,0,2,0,Male,African-American,1
22,1,0,0,0,Male,African-American,1
37,1,0,0,0,Male,Caucasian,1
45,3,0,0,0,Male,African-American,0
31,14,0,0,0,Female,African-American,0
42,7,0,0,0,Male,African-American,1
26,20,2,0,2,Male,African-American,1
33,0,0,0,0,Male,Caucasian,1
22,0,0,0,0,Male,Caucasian,1
36,1,0,0,0,Female,African-American,0
54,0,0,0,0,Male,Caucasian,0
25,5,2,0,1,Male,African-American,1
24,3,0,0,0,Male,Caucasian,1
23,0,0,0,0,Male,Hispanic,0
61,0,0,0,0,Male,Caucasian,0
42,0,0,0,0,Female,Caucasian,0
28,1,0,0,0,Male,Caucasian,1
27,1,0,0,0,Male,African-American,0
24,2,0,0,0,Male,Caucasian,0
32,16,0,0,0,Male,African-American,1
38,0,0,0,0,Male,Caucasian,0
21,1,1,0,1,Male,Caucasian,0
27,1,0,0,0,Male,African-American,1
39,0,0,0,0,Male,Caucasian,0
29,0,0,0,0,Male,Caucasian,0
29,1,0,0,0,Male,Caucasian,0
36,1,0,0,0,Male,Caucasian,1
46,0,0,0,0,Male,African-American,1
44,7,0,1,0,Male,African-American,0
27,0,0,0,0,Male,African-American,0
27,8,0,0,0,Male,African-American,1
61,0,0,0,0,Male,Caucasian,0
47,0,0,0,0,Male,African-American,1
27,1,0,0,0,Male,African-American,0
28,0,0,0,0,Male,Caucasian,1
31,1,0,0,0,Female,Caucasian,1
26,9,0,0,0,Male,Caucasian,1
53,2,0,0,0,Male,African-American,1
26,1,0,0,0,Male,African-American,1
25,2,0,0,0,Male,African-American,0
23,5,0,0,0,Male,Other,1
21,4,1,0,3,Female,African-American,1
23,1,0,0,0,Male,African-American,0
30,3,1,0,1,Male,Other,0
45,2,0,0,0,Female,African-American,0
27,2,0,0,0,Male,African-American,1
26,0,0,0,0,Female,African-American,0
21,0,0,0,0,Male,Caucasian,1
62,0,0,0,0,Female,Caucasian,0
48,0,0,0,0,Male,Caucasian,0
53,1,0,0,0,Male,African-American,0
62,3,0,0,0,Male,African-American,1
28,5,0,1,1,Male,African-American,0
56,1,0,0,0,Male,Caucasian,0
35,2,0,0,0,Male,Hispanic,0
56,2,0,0,0,Female,Hispanic,1
22,2,0,1,0,Male,African-American,1
26,5,0,0,0,Male,African-American,1
35,4,0,0,0,Male,African-American,0
22,1,0,0,0,Male,African-American,1
37,7,0,1,0,Female,African-American,0
32,0,0,0,0,Female,African-American,0
33,3,0,0,0,Female,African-American,1
38,2,0,0,0,Male,Other,1
53,0,0,0,0,Male,Caucasian,0
32,0,0,0,0,Male,Caucasian,0
26,0,0,0,0,Male,Caucasian,0
61,0,0,0,0,Male,Caucasian,0
21,0,0,0,0,Male,African-American,0
69,22,0,0,0,Male,African-American,0
26,0,0,0,0,Male,African-American,0
30,9,0,0,0,Male,African-American,1
21,1,0,0,0,Male,Caucasian,0
41,0,0,0,0,Male,Caucasian,0
45,0,0,0,0,Male,African-American,1
31,10,3,0,1,Male,African-American,1
22,0,0,0,0,Male,Caucasian,0
54,0,0,0,0,Female,Caucasian,1
50,2,0,0,0,Male,Caucasian,1
37,11,0,2,0,Male,Other,0
21,0,0,0,0,Female,African-American,1
23,6,0,0,0,Male,Hispanic,1
30,0,0,0,0,Male,Caucasian,1
30,11,0,0,0,Male,African-American,1
26,5,0,0,0,Male,Caucasian,0
59,0,0,0,0,Female,African-American,0
29,13,0,0,0,Male,African-American,1
67,0,0,0,0,Male,Hispanic,0
30,13,0,0,0,Male,Caucasian,1
25,5,0,0,0,Male,African-American,1
45,8,0,0,0,Male,Hispanic,0
22,0,1,0,0,Male,African-American,0
41,8,0,0,0,Male,African-American,1
46,3,0,0,0,Male,Asian,1
27,0,0,0,0,Male,Other,0
37,13,0,0,0,Female,African-American,0
22,0,2,0,0,Male,African-American,1
19,0,0,0,0,Male,African-American,1
45,2,0,0,0,Male,Caucasian,0
33,5,0,0,0,Female,African-American,1
52,7,0,0,0,Male,African-American,0
21,0,0,0,0,Female,African-American,0
43,6,0,0,0,Male,African-American,1
33,3,0,0,0,Male,Caucasian,0
26,3,0,1,0,Male,African-American,1
37,0,0,0,0,Male,Caucasian,0
38,1,0,0,0,Male,African-American,1
35,1,0,0,0,Male,Hispanic,1
27,1,0,0,0,Male,African-American,1
40,1,0,0,0,Male,Other,0
21,1,0,1,0,Male,African-American,0
38,3,0,0,0,Male,Caucasian,1
37,0,0,0,0,Male,Caucasian,0
44,0,0,0,0,Male,Caucasian,0
30,0,0,0,0,Male,African-American,0
40,0,0,0,0,Male,Hispanic,0
49,1,0,0,0,Male,Caucasian,0
67,0,0,0,0,Male,Caucasian,0
59,14,0,0,0,Male,African-American,1
